x,y,vx,vy,pressure,type
-2.40378181e-02,-2.40378181e-02,-6.32866138e-01,-6.32866138e-01,0.00000000e+00,0
-1.57651339e-02,-2.90251963e-02,-3.97078732e-01,-8.71616671e-01,0.00000000e+00,0
-9.34764948e-03,-3.04622908e-02,-2.13868786e-01,-9.54258565e-01,0.00000000e+00,0
-7.43361103e-03,-2.46885159e-02,-2.32788374e-01,-7.01165343e-01,0.00000000e+00,0
-2.58271837e-03,-2.75459199e-02,-8.82606108e-02,-8.55498212e-01,0.00000000e+00,0
2.58271837e-03,-2.75459199e-02,8.82606108e-02,-8.55498212e-01,0.00000000e+00,0
7.43361103e-03,-2.46885159e-02,2.32788374e-01,-7.01165343e-01,0.00000000e+00,0
9.34764948e-03,-3.04622908e-02,2.13868786e-01,-9.54258565e-01,0.00000000e+00,0
1.57651339e-02,-2.90251963e-02,3.97078732e-01,-8.71616671e-01,0.00000000e+00,0
2.40378181e-02,-2.40378181e-02,6.32866138e-01,-6.32866138e-01,0.00000000e+00,0
-2.90251963e-02,-1.57651339e-02,-8.71616671e-01,-3.97078732e-01,0.00000000e+00,0
-1.44028057e-02,-1.44028057e-02,-3.58482930e-01,-3.58482930e-01,0.00000000e+00,0
-1.15687763e-02,-1.87141993e-02,-4.43305992e-01,-5.91311706e-01,0.00000000e+00,0
-6.53622165e-03,-1.17300129e-02,-3.37201065e-01,-2.51182970e-01,0.00000000e+00,0
-6.88630470e-03,-2.31314866e-02,-3.69809432e-01,-8.32915793e-01,0.00000000e+00,0
6.88630470e-03,-2.31314866e-02,3.69809432e-01,-8.32915793e-01,0.00000000e+00,0
6.53622166e-03,-1.17300129e-02,3.37201068e-01,-2.51182972e-01,0.00000000e+00,0
1.15687763e-02,-1.87141993e-02,4.43305992e-01,-5.91311706e-01,0.00000000e+00,0
1.44028057e-02,-1.44028057e-02,3.58482930e-01,-3.58482930e-01,0.00000000e+00,0
2.90251963e-02,-1.57651339e-02,8.71616671e-01,-3.97078732e-01,0.00000000e+00,0
-3.04622908e-02,-9.34764948e-03,-9.54258565e-01,-2.13868786e-01,0.00000000e+00,0
-1.87141993e-02,-1.15687763e-02,-5.91311706e-01,-4.43305992e-01,0.00000000e+00,0
-1.25141005e-02,-1.25141005e-02,-4.67734242e-01,-4.67734242e-01,0.00000000e+00,0
-5.84482464e-03,-1.03192915e-02,-2.25336580e-01,-2.96727365e-01,0.00000000e+00,0
-5.35103177e-03,-1.16460666e-02,-2.52502151e-01,-3.59951040e-01,0.00000000e+00,0
5.35103177e-03,-1.16460666e-02,2.52502154e-01,-3.59951042e-01,0.00000000e+00,0
5.84482464e-03,-1.03192916e-02,2.25336586e-01,-2.96727380e-01,0.00000000e+00,0
1.25141005e-02,-1.25141005e-02,4.67734242e-01,-4.67734242e-01,0.00000000e+00,0
1.87141993e-02,-1.15687763e-02,5.91311706e-01,-4.43305992e-01,0.00000000e+00,0
3.04622908e-02,-9.34764948e-03,9.54258565e-01,-2.13868786e-01,0.00000000e+00,0
-2.46885159e-02,-7.43361103e-03,-7.01165343e-01,-2.32788374e-01,0.00000000e+00,0
-1.17300129e-02,-6.53622165e-03,-2.51182970e-01,-3.37201065e-01,0.00000000e+00,0
-1.03192915e-02,-5.84482464e-03,-2.96727365e-01,-2.25336580e-01,0.00000000e+00,0
-5.53066561e-03,-5.53066561e-03,-2.45107655e-01,-2.45107655e-01,0.00000000e+00,0
-2.19182849e-03,-4.08868182e-03,3.41967239e-01,-3.98393579e-01,0.00000000e+00,0
2.19259384e-03,-4.09008263e-03,-3.41437196e-01,-3.99068384e-01,0.00000000e+00,0
5.53085923e-03,-5.53085923e-03,2.45224367e-01,-2.45224367e-01,0.00000000e+00,0
1.03192916e-02,-5.84482464e-03,2.96727380e-01,-2.25336586e-01,0.00000000e+00,0
1.17300129e-02,-6.53622166e-03,2.51182972e-01,-3.37201068e-01,0.00000000e+00,0
2.46885159e-02,-7.43361103e-03,7.01165343e-01,-2.32788374e-01,0.00000000e+00,0
-2.75459199e-02,-2.58271837e-03,-8.55498212e-01,-8.82606108e-02,0.00000000e+00,0
-2.31314866e-02,-6.88630470e-03,-8.32915793e-01,-3.69809432e-01,0.00000000e+00,0
-1.16460666e-02,-5.35103177e-03,-3.59951040e-01,-2.52502151e-01,0.00000000e+00,0
-4.08868182e-03,-2.19182849e-03,-3.98393579e-01,3.41967239e-01,0.00000000e+00,0
-6.84554854e-04,-6.84554854e-04,-7.36672634e-02,-7.36672634e-02,0.00000000e+00,0
6.35773981e-04,-6.35773981e-04,4.48464012e-02,-4.48464012e-02,0.00000000e+00,0
4.09008263e-03,-2.19259384e-03,3.99068384e-01,3.41437196e-01,0.00000000e+00,0
1.16460666e-02,-5.35103177e-03,3.59951042e-01,-2.52502154e-01,0.00000000e+00,0
2.31314866e-02,-6.88630470e-03,8.32915793e-01,-3.69809432e-01,0.00000000e+00,0
2.75459199e-02,-2.58271837e-03,8.55498212e-01,-8.82606108e-02,0.00000000e+00,0
-2.75459199e-02,2.58271837e-03,-8.55498212e-01,8.82606108e-02,0.00000000e+00,0
-2.31314866e-02,6.88630470e-03,-8.32915793e-01,3.69809432e-01,0.00000000e+00,0
-1.16460666e-02,5.35103177e-03,-3.59951042e-01,2.52502154e-01,0.00000000e+00,0
-4.09008263e-03,2.19259384e-03,-3.99068384e-01,-3.41437196e-01,0.00000000e+00,0
-6.35773981e-04,6.35773981e-04,-4.48464012e-02,4.48464012e-02,0.00000000e+00,0
6.84554854e-04,6.84554854e-04,7.36672634e-02,7.36672634e-02,0.00000000e+00,0
4.08868182e-03,2.19182849e-03,3.98393579e-01,-3.41967239e-01,0.00000000e+00,0
1.16460666e-02,5.35103177e-03,3.59951040e-01,2.52502151e-01,0.00000000e+00,0
2.31314866e-02,6.88630470e-03,8.32915793e-01,3.69809432e-01,0.00000000e+00,0
2.75459199e-02,2.58271837e-03,8.55498212e-01,8.82606108e-02,0.00000000e+00,0
-2.46885159e-02,7.43361103e-03,-7.01165343e-01,2.32788374e-01,0.00000000e+00,0
-1.17300129e-02,6.53622166e-03,-2.51182972e-01,3.37201068e-01,0.00000000e+00,0
-1.03192916e-02,5.84482464e-03,-2.96727380e-01,2.25336586e-01,0.00000000e+00,0
-5.53085923e-03,5.53085923e-03,-2.45224367e-01,2.45224367e-01,0.00000000e+00,0
-2.19259384e-03,4.09008263e-03,3.41437196e-01,3.99068384e-01,0.00000000e+00,0
2.19182849e-03,4.08868182e-03,-3.41967239e-01,3.98393579e-01,0.00000000e+00,0
5.53066561e-03,5.53066561e-03,2.45107655e-01,2.45107655e-01,0.00000000e+00,0
1.03192915e-02,5.84482464e-03,2.96727365e-01,2.25336580e-01,0.00000000e+00,0
1.17300129e-02,6.53622165e-03,2.51182970e-01,3.37201065e-01,0.00000000e+00,0
2.46885159e-02,7.43361103e-03,7.01165343e-01,2.32788374e-01,0.00000000e+00,0
-3.04622908e-02,9.34764948e-03,-9.54258565e-01,2.13868786e-01,0.00000000e+00,0
-1.87141993e-02,1.15687763e-02,-5.91311706e-01,4.43305992e-01,0.00000000e+00,0
-1.25141005e-02,1.25141005e-02,-4.67734242e-01,4.67734242e-01,0.00000000e+00,0
-5.84482464e-03,1.03192916e-02,-2.25336586e-01,2.96727380e-01,0.00000000e+00,0
-5.35103177e-03,1.16460666e-02,-2.52502154e-01,3.59951042e-01,0.00000000e+00,0
5.35103177e-03,1.16460666e-02,2.52502151e-01,3.59951040e-01,0.00000000e+00,0
5.84482464e-03,1.03192915e-02,2.25336580e-01,2.96727365e-01,0.00000000e+00,0
1.25141005e-02,1.25141005e-02,4.67734242e-01,4.67734242e-01,0.00000000e+00,0
1.87141993e-02,1.15687763e-02,5.91311706e-01,4.43305992e-01,0.00000000e+00,0
3.04622908e-02,9.34764948e-03,9.54258565e-01,2.13868786e-01,0.00000000e+00,0
-2.90251963e-02,1.57651339e-02,-8.71616671e-01,3.97078732e-01,0.00000000e+00,0
-1.44028057e-02,1.44028057e-02,-3.58482930e-01,3.58482930e-01,0.00000000e+00,0
-1.15687763e-02,1.87141993e-02,-4.43305992e-01,5.91311706e-01,0.00000000e+00,0
-6.53622166e-03,1.17300129e-02,-3.37201068e-01,2.51182972e-01,0.00000000e+00,0
-6.88630470e-03,2.31314866e-02,-3.69809432e-01,8.32915793e-01,0.00000000e+00,0
6.88630470e-03,2.31314866e-02,3.69809432e-01,8.32915793e-01,0.00000000e+00,0
6.53622165e-03,1.17300129e-02,3.37201065e-01,2.51182970e-01,0.00000000e+00,0
1.15687763e-02,1.87141993e-02,4.43305992e-01,5.91311706e-01,0.00000000e+00,0
1.44028057e-02,1.44028057e-02,3.58482930e-01,3.58482930e-01,0.00000000e+00,0
2.90251963e-02,1.57651339e-02,8.71616671e-01,3.97078732e-01,0.00000000e+00,0
-2.40378181e-02,2.40378181e-02,-6.32866138e-01,6.32866138e-01,0.00000000e+00,0
-1.57651339e-02,2.90251963e-02,-3.97078732e-01,8.71616671e-01,0.00000000e+00,0
-9.34764948e-03,3.04622908e-02,-2.13868786e-01,9.54258565e-01,0.00000000e+00,0
-7.43361103e-03,2.46885159e-02,-2.32788374e-01,7.01165343e-01,0.00000000e+00,0
-2.58271837e-03,2.75459199e-02,-8.82606108e-02,8.55498212e-01,0.00000000e+00,0
2.58271837e-03,2.75459199e-02,8.82606108e-02,8.55498212e-01,0.00000000e+00,0
7.43361103e-03,2.46885159e-02,2.32788374e-01,7.01165343e-01,0.00000000e+00,0
9.34764948e-03,3.04622908e-02,2.13868786e-01,9.54258565e-01,0.00000000e+00,0
1.57651339e-02,2.90251963e-02,3.97078732e-01,8.71616671e-01,0.00000000e+00,0
2.40378181e-02,2.40378181e-02,6.32866138e-01,6.32866138e-01,0.00000000e+00,0
