x,y,z,vx,vy,vz,pressure,type
-6.78782629e-04,9.42540007e-04,-6.78781669e-04,-5.56077551e-02,-9.50129277e-02,-5.56316154e-02,0.00000000e+00,0
-6.17023778e-04,9.15530209e-04,-7.05791322e-04,-1.15419523e-01,-5.56687255e-02,-1.63457621e-02,0.00000000e+00,0
-5.56033533e-04,8.91303458e-04,-7.30018434e-04,-1.18083180e-01,-8.82821518e-02,-4.90339814e-02,8.97141745e+02,0
-4.92891825e-04,8.70067030e-04,-7.51251652e-04,9.80197992e-03,-9.95534659e-02,-6.02367331e-02,7.51752941e+02,0
-4.32767752e-04,8.50420794e-04,-7.70892223e-04,6.41204325e-02,-8.13347122e-02,-4.17274452e-02,0.00000000e+00,0
-3.68491881e-04,8.29226565e-04,-7.92076123e-04,-7.82535179e-03,-6.78845963e-02,-2.77542840e-02,0.00000000e+00,0
-2.93458129e-04,8.13746130e-04,-8.07559319e-04,-4.47594060e-02,-6.00506878e-02,-2.00407548e-02,0.00000000e+00,0
-2.17444107e-04,7.99076230e-04,-8.22235480e-04,-3.58011208e-02,-1.63954237e-02,2.33326863e-02,0.00000000e+00,0
-1.50618574e-04,7.86944348e-04,-8.34370514e-04,-2.95712230e-02,2.10669499e-02,6.07974341e-02,0.00000000e+00,0
-8.15126434e-05,7.84014683e-04,-8.37291509e-04,-9.60934652e-02,3.89407020e-02,7.86604650e-02,0.00000000e+00,0
-3.91907359e-11,7.84993814e-04,-8.36334515e-04,-5.91398504e-07,7.68550826e-03,4.72962606e-02,0.00000000e+00,0
8.15125640e-05,7.84014995e-04,-8.37291901e-04,9.60912443e-02,3.89408168e-02,7.86606234e-02,0.00000000e+00,0
1.50618429e-04,7.86943857e-04,-8.34370207e-04,2.95647799e-02,2.10644469e-02,6.07984972e-02,0.00000000e+00,0
2.17444035e-04,7.99076022e-04,-8.22235727e-04,3.57979533e-02,-1.64007230e-02,2.33266113e-02,0.00000000e+00,0
2.93458183e-04,8.13745891e-04,-8.07559660e-04,4.47637281e-02,-6.00547337e-02,-2.00481040e-02,0.00000000e+00,0
3.68492148e-04,8.29226304e-04,-7.92076148e-04,7.84079743e-03,-6.78755581e-02,-2.77473261e-02,0.00000000e+00,0
4.32767945e-04,8.50420706e-04,-7.70892516e-04,-6.40922147e-02,-8.13150205e-02,-4.17141651e-02,0.00000000e+00,0
4.92892086e-04,8.70066721e-04,-7.51252021e-04,-9.78296761e-03,-9.95166635e-02,-6.02077645e-02,7.50757956e+02,0
5.56033868e-04,8.91303139e-04,-7.30019021e-04,1.18064461e-01,-8.82452216e-02,-4.90104771e-02,8.95800769e+02,0
6.17023885e-04,9.15529908e-04,-7.05792056e-04,1.15395426e-01,-5.56457167e-02,-1.63442907e-02,0.00000000e+00,0
6.78782855e-04,9.42539545e-04,-6.78782801e-04,5.56163006e-02,-9.49686459e-02,-5.56114345e-02,0.00000000e+00,0
-7.05792234e-04,1.00429742e-03,-7.05791497e-04,-1.63298378e-02,-1.55005797e-01,-1.63816512e-02,0.00000000e+00,0
-6.29060318e-04,9.92261371e-04,-7.57369095e-04,-5.12474830e-02,-9.07701022e-02,-8.35195292e-02,9.90704260e+02,0
-5.59447477e-04,9.61886569e-04,-7.83874926e-04,-5.71944492e-02,-1.16490826e-01,-1.26160027e-02,9.91271619e+02,0
-4.86593413e-04,9.48512081e-04,-8.16131577e-04,-7.77419543e-03,-3.15524628e-02,-1.47545510e-02,8.87550473e+02,0
